author,comment,likes,published_at
@dedewahyudin9968,Pak presiden tolong anggaran MBG yg 1 trilyun per hari mending di alihkan dlu ke bencana insyaallah masyarakat mendukung,0,2025-12-08T05:56:58Z
@muhialex173,"terima kasih....bang Ferry, hanya doa semoga bang Ferry selalu di berikan kesehatan dan terutama untuk saudara kita di sumatera selalu tegar dan sehat, Amiin Yra",0,2025-12-08T05:56:11Z
@agusnugraha7688,"Kok lebih mengena liat yg ini ya, dibanding pejabat kemarin yg kesana.",0,2025-12-08T05:55:08Z
@zonakaraoke723,jazakallahi khaira jaza,0,2025-12-08T05:55:04Z
@yantiagus212,Masyaa Allah...,0,2025-12-08T05:54:50Z
@revinda666,"Mksh bang Ferry, kak Jo dan tim sudah membantu masyarakat 🙏🏻  Kalo kata standup comedy dari Surabaya namanya Mas Dono Pradana. Bang Ferry itu pemerintah indie 😊",0,2025-12-08T05:54:04Z
@wawanbudisantoso7532,"Terima kasih bang ferry dan semua pemerintah, presiden yg sudah membantu saudara saudara kami di sumatra, tidak usah saling menjatuhkan semua berangkat untuk kemanusiaan, baik presiden/pemerintah pakai foto di bantuannya, baik bang ferry pakai nama an masyarakat terus terus dikontenkan, semua baik jgn di beda bedakan, mantab maju terus",0,2025-12-08T05:53:27Z
@dosorinichanel1879,"Bpk, ibu saudaraku yg terkena bencana, hati kami bersama  kalian semua.. Kami di tempat yg jauh sll mendoakan agar kuat, tabah, terus bersemangat dan tidak kehilangan harapan.. Smg bantuan segera datang , pemerintah gercep mrlakukan mitigasi bencana.  Saudaraku di Aceh, Sumbar, dan Sumut , anda semua pasti bisa melalui masa sulit ini. Tetap semangat.❤",1,2025-12-08T05:50:19Z
@VickyA265,Makasih Mas🫶,0,2025-12-08T05:49:59Z
@yulfinahanif3063,"Astaghfirullah da fer, gw nangis darii detik pertama dimulai. Allah...gw mau jadi relawan kalau masih ada yang butuh tenaga. Hanya tenaga dan doa yang bisa aku berikan.",0,2025-12-08T05:49:43Z
@zaimahlivie9162,Sehat selalu bang ferry dan kawan²😢,0,2025-12-08T05:49:37Z
@dermezbublegum5559,"Gakuat jir nonton bentar mo nangis, ga kebayang kalo w diposisi mereka",0,2025-12-08T05:49:07Z
@BintiKholifah-q2l,Bang fasilitas para relawan di ambil dari uang donasi atau uang relawan sendiri?,0,2025-12-08T05:48:04Z
@ramadhanapriadi1442,Terimksih Bang. Smoga Sehat Slalau.,0,2025-12-08T05:46:51Z
@ilhamrisaqua9757,"Mana sultan andara,, mampir dong ke Aceh dan Sumatra,,",0,2025-12-08T05:45:24Z
@helmiprimarizka9241,"Satu kata bang, terimakasih...❤❤❤ Biar tuhan yg Balas semua kebaikan Abang dan tim ...",0,2025-12-08T05:44:21Z
@LindaRizka,"makasih ya bang, barakallah, panjang umur perjuangan :')",0,2025-12-08T05:40:49Z
@AndiLaw-w8m,"Wajahnya kelihatan lelah
Tapi hati dan pikiran mu.
Tidak pernh lelah 
Semangat 👍💪💪💪💪💪
Kami salut dengan mu",0,2025-12-08T05:40:38Z
@eksposjogja,ADILI! HUKUM MATI!,0,2025-12-08T05:37:55Z
@SiddiqOdiq,presiden atau pemerntah harus memberikan penghargaan atau apresiasi kepada Bang Ferry,0,2025-12-08T05:34:44Z
@KalakDuseng,Sehat selalu bg ❤❤,0,2025-12-08T05:34:27Z
@anggafuadfadillah3882,bang minat ngaleg ga?,0,2025-12-08T05:34:14Z
@irvanprambudi2455,Mantap Bung Ferry dan Ka Jo serta semua team,0,2025-12-08T05:32:36Z
@muhammadhanafi869,"kami sekeluarga di Kal-Sel mendoakan masyarakat terdampak, Ferry dan Tim selalu sehat dan selalu diberikan ketabahan",0,2025-12-08T05:30:51Z
@iipsyihabuddin,Merinding pas liat bang fery bicara gemetar & menangis 🥶😔,0,2025-12-08T05:29:50Z
@DewiRachaman,"Gila yaa pemerintah mereka punya pesawat punya alat untuk mencapai mereka tp belum juga ada yg dtg bantuan GILAAA ,,makanya Rakyat cerdas dong cerdas lah kalian dan beranilah untuk menolak dan pilihlah pemimpin yang amanah bukan cuma ngemeng doang",0,2025-12-08T05:29:24Z
@fitriyeni2491,"Bang, mau ngk Lu nyalon jadi presiden untuk pemilihan selanjut nya..
Kalau lu mau, jika terpilih Brantas semua penghianat bangsa ini.. ❤❤❤",0,2025-12-08T05:28:59Z
@JBjackblack9010,7:24...Gubenur Aceh dan KeMenhan lgi ngopi pak g usah di tugguin,0,2025-12-08T05:27:03Z
@FahriMaulid-n3j,Sehat selalu orang orang baik❤❤❤,0,2025-12-08T05:25:42Z
@UyaSuryaman-e4x,Siapa yah yng punya no kontak bang Ferry..Tolong minta 🙏🙏,0,2025-12-08T05:25:27Z
@Deninsom,"17:29 bantuan orang orang dari sabang sampai merauke 😭
Presiden sibuk nempelin foto di karung beras emang anjing pemerintah
Biaya produksi poster sama waktu di buang gitu aja anjeeeeeng emang pemerintah",0,2025-12-08T05:24:54Z
@exittol-b8r,Terima kasih. Maaf bang semoga membantu walaupun kecil 🙏,2,2025-12-08T05:24:44Z
@maulanahasanudin9168,Gk cuma omon omon,0,2025-12-08T05:20:32Z
@Memerandom957,yang bilang bencana biasa asuuuuuuuu lu dewan perwakilan mmk,0,2025-12-08T05:19:56Z
@toru_id,Kalau ada hype gw teken 😢,0,2025-12-08T05:18:44Z
@liamulyaningsih5430,Bang transparansi uang donasinya bang di pakai apa aja.,0,2025-12-08T05:18:01Z
@AspireMelawi-n3f,mantappp Banggg,1,2025-12-08T05:17:28Z
@Bellaniya,Terima kasih.,2,2025-12-08T05:13:42Z
@eliteglobal1001,semua karena apa? SAWIT or TAMBANG?? HUTAN HABIS WOY D SANA !!!,0,2025-12-08T05:13:14Z
@Junaidi-g5z,Pemerintah kala cepat sama relawan .lamban kali nanggulangi bencana apa ga malu sama relawan yg ga di gaji,0,2025-12-08T05:11:07Z
@RiswadiOppo,🥹❤👍🙏,0,2025-12-08T05:08:04Z
@ferdiansah865,💔🥺,0,2025-12-08T05:02:20Z
@ishlahmarufs5245,Udah gatau mau seneng atau sedih.. seneng krn masih ada orang2 seperti ferry irwandi dan tim2nya sekaligus sedih kalo inget2 kata2 pejabat yg mulutnya. Wow.. dah nda bisa bicara kasar lagi,0,2025-12-08T05:01:54Z
@risnal89,"sehat sehat bang, smga allah selalu menjaga mu, terimaksih sudah mau peduli. (ngetik sambir nahan air mata) 🤘",0,2025-12-08T05:00:14Z
@hamdahcollection,"aq cm bs kirim doa buat semuanya semoga sehat selalu, sabar selalu 🙏",0,2025-12-08T04:54:34Z
@nissazeva5352,Ya Allah😭😭😭😭😭😭,0,2025-12-08T04:52:00Z
@ryanali2271,Sedikit lega saat rakyat bersatu untuk membantu rakyat,0,2025-12-08T04:51:47Z
@alasaroha6286,"Sehat salalu bang , biar lh tuhan yg membalas berlimpah limpah semua perbuatan2 abg yg baik  kpd saudara2 kita yg sdh terkena bemcana , dan doa kami abang slalu di lindungi tuhan yg maha kuasa , sehat  dan kebahagiaan menyetai keluarga besar abang di mana pun abang berada ,  abang adalah org baik , dan yg patut jadi teladan di dlm kehidupan ini 🙏",0,2025-12-08T04:50:04Z
@wulanglass7226,Lambat sekali pemerintah,0,2025-12-08T04:49:52Z
@WESMBUH-w1g,"makasih bro fery, miriss liat pemerintah pusat saat ini gilak blm ada tindakan liat kyk gini begitu menyayat hati sedih",0,2025-12-08T04:49:33Z
@anythingcouldhappen13,"padahal gunanya pemerintah tuh ya bisa memaksimalkan anggaran negara biar bensin yang terdistribusi ke daerah-daerah itu bisa sama harganya dengan yang di ibukota. emang pemerintah zolim!!! duit cuma buat dimakan sendiri tuh buat apa dah anjir, sumpah kalo negara ini dipimpin sama orang yang ga mementingkan dirinya sendiri gue rasa Indonesia udah bisa semaju china, eh malah duitnya dikorupsi, apa-apa dikorupsi, sekecil akses starlink yang harusnya gratis yaallah, ini malah harus duit dari warga lagi yang bantu warga, figur politik yang turun kesana cuma buat pencitraan doang gaada aksi nyata, kalo di korea udah langsung dibikin tuh UUD pembabatan hutan, taiiiii pemerintahhhh",0,2025-12-08T04:43:58Z
@MuhammadZhafran,"Warga jaga warga, sehat sehat trus warga baik, semoga bantuan bisa tersebar secara proper dan merata... aamiin",0,2025-12-08T04:43:45Z
@muhamaddzikrifauzan1720,"1 juta cuma dapat 5 liter BBM… dan ini terjadi di daerah bencana banjir. Serius, wakil rakyat? Rakyatmu di bawah lagi kesusahan banget, euy.",0,2025-12-08T04:42:31Z
@muhammadarif7025,sehat selalu bro,0,2025-12-08T04:41:04Z
@BroeryHandoko,"Ini baru relawan, trimakasih orang orang baik🙏🙏",0,2025-12-08T04:39:51Z
@ihsanbeat,INI PEMERINTAH KEMANA?!,0,2025-12-08T04:38:34Z
@syaraheooo,Makasih bang ferry dan tim yang udh mewakili rakyat Indonesia😢❤,0,2025-12-08T04:37:23Z
@tenayacookingexperience2386,Lebih bersahaja dari pejabat,0,2025-12-08T04:37:14Z
@bundasartika8095,Maaf ya bang cm sedikit.. karena saya buruh harian.insyaallah saya usahakan setiap hari,0,2025-12-08T04:35:27Z
@bundasartika8095,Terima kasih.,1,2025-12-08T04:34:44Z
@membersemarang2337,penjabat LG di ruangan AC bang .... kalopun turun ke lokasi bencana... itu cuma ngonten sekali ... habis itu sudah .. balik lagi ke ruangan AC...,0,2025-12-08T04:34:10Z
@brownsugar7800,""" Disini banyak kucing ya, kita bawa makanan hewan gasi, itu nanti tolong di stok ya ""

Mewek bgt si pas bagian itu😢❤",0,2025-12-08T04:33:51Z
@bundasartika8095,Terimakasih,0,2025-12-08T04:33:44Z
@SiboruRegarDongoran17,"Azab,anak bermarga Pardede ngaku Muslim,munafik",0,2025-12-08T04:30:00Z
@polymindods,"terimakasih banyak bang farry, lo keren bang",0,2025-12-08T04:26:10Z
@mayiezip-s1y,Kemarin bg Ferry da bilang lg kurang sehat tp masih mau berusaha banget buat mengantar bantuan smp daerah pelosok... Jaga kesehatan terus bg semoga saudara-saudara disana sehat-sehat dan selalu dlm lindungan Allah swt Aamiin,0,2025-12-08T04:25:10Z
@syamsulbahri5184,"Yang gua kasihan di segala musibah bencana gini,masih ada manusia yang  memanfaatkan keadaan miriss🥲",0,2025-12-08T04:22:48Z
@nurdinisaniya5823,😊,0,2025-12-08T04:22:36Z
@Rio_Jiwantoro,hebat,0,2025-12-08T04:21:13Z
@Baramada_channel,Pemerintah kontol !,0,2025-12-08T04:19:03Z
@creatio_exnihilo,"Negara dengan potensi bencana alam tertinggi di seluruh dunia, tapi pemerintahnya tidak ada kesiapan atas bencana yang terjadi baik dari anggaran atau sarana prasarana penanggulangan bencana. BNPB ada tapi tidak ada fungsinya sama sekali, alokasi dana untuk darurat bencana di pangkas habis demi memuaskan hasrat janji politik presiden yang nilai urgensinya rendah. Sekarang apalagi yg bisa di harapkan dari pemerintah setelah semua ke gagapan dan kebodohan orang2 pemerintah di pertontonkan ke publik pada tragedi bencana alam ini.😢

Satulagi pertanyaan muncul , apakah tragedi ini sunggu bencana alam ? atau ini adalah bencana yang di ciptakan oleh orang2 tidak bermoral yang membuat kerusakan alam lalu di legaalkan oleh pemerintah ?",0,2025-12-08T04:18:24Z
@Khoriyah123Khoriyah,Bang feri ...jujur saya pingin berdonasi caranya transfernya kemana ya serius saya nanya 🙏🙏,0,2025-12-08T04:17:42Z
@dimastaufiqurrahman6691,"Semangat bang fer & kawan2 semua, very appreciate semua usaha kalian. Parah bgt sih kalo ada yg tega fitnah org2 kaya gini",0,2025-12-08T04:16:32Z
@ellbieebiel,mau donasii kemana ya plisss?,0,2025-12-08T04:16:23Z
@Genalpha96,Perlu diingat..bencana ini dari pejabat dan yang saling membantu dari hati yang tulus adalah rakyat.,0,2025-12-08T04:14:17Z
@misadmidaz1987,Gua paling ga kuat klo liat ada orang nangis dalam hal kebaikan jadi ikut terbawa juga.,2,2025-12-08T04:12:28Z
@lukyirmansyah5728,Mksh bg fery,0,2025-12-08T04:07:49Z
@MMauludin-j3p,"Kami sangat bangga kepada mas fery beserta seluruh kruh dan semua masyarakat yg iklas membantu sesama 
Lanjut Nepal kan pejabat yg terkait krn jgn sampai adalagi korban manusia dan alam terjadi di negri ini.",0,2025-12-08T04:04:39Z
@murnisri8733,KUcing yg jadi prioritas .. ingat Manusia yg terkena bencana perlu makan dan tempat tinggal .. serius hoi jangna ngocol bgt karena ini di lihat banyak orang,0,2025-12-08T04:00:53Z
@faisalrohis6275,"Bang Feri orang pertama yg nembus ke wilayah korban banjir dan longsor, trimakasih Bang 
Kamu ga cuma ngonten tapi konten Abang orang luar sana bisa liat gimna kondisi korban banjir",0,2025-12-08T04:00:41Z
@CaesariAnggara,"terima kasih buat semua yang nyumbang, terima kasih mas Fery dan semua team yg terlibat. semangat buat para warga yg terdampak bencana, masih banyak yg peduli bapak ibu sekalian. Semoga rakyat selindo sadar ya, bahwa semuanya politis, jangan malu2 edukasi waktu pilkada atau pilpres. kepoin politisi seperti kepoin berita isu artis selingkuh. Semoga semuanya segera pulih 😭",1,2025-12-08T03:58:36Z
@sukirmansukir9638,"lho ..lho..
Mbah Wowo ..Mbah Wowo..
OMON-OMON...Mbah
Ogah...status Bencana Nasional😢",0,2025-12-08T03:56:18Z
@Allyn-u6w,Gw gedeg bngt sama pejabat yg tebas ribuan hektar hutan untuk bangun rumah anak nya.. Kyk lo aja yg punya bumi tai,0,2025-12-08T03:55:01Z
@roby857,"Selesai ini ada ngacarain demo gg? .buat nurunin orang"" yg tdak berkompeten itu dari kursinya",0,2025-12-08T03:54:41Z
@JoniJokowi,KE BAPAK BAPAK KORBAN YG NGUNGSI UNTUK GANJAL BILA ADA SISA PARANG KAPAK NEBANG SAWIT MUDA DARI PADA KELAPARAN,0,2025-12-08T03:51:23Z
@gendiswulanramadani,"hahaha... surplus energi dajal,  revolusi ndas mu... real tu KDM.",0,2025-12-08T03:50:20Z
@mamankarnani4884,"Pembalakan liar ini sejak jaman sby si zulhas yg waktu itu menjabat menhut, justru dia itu adalah raja rmbalah hutan Sumatra, dilanjut jaman si jokodok dan sampai sekarang sekarang dilanjut lg  jaman presiden tua bangka macan omong. Presiden omon2.dia membiarkan menteri2 idiot yg biadab si Jajuli antony yg memberi izin para iblis engusaha kayu hutan si bahlul lahadalia yg memberi izin tambang. Yg mengeksploitasi barang  bawah/di dlm  tanah, dibiarkan gak dipecat.",0,2025-12-08T03:49:28Z
@MrKyudikris,"Plz hati2 bang Ferry..bisa jadi tak lama lagi akan ada upaya pembungkaman berupa harta, wanita dan tahta dari oligarki..",0,2025-12-08T03:48:58Z
@imarsdiary5639,"Semangat bang ... Kami senantiasa mendoakan Abang dan Team yg terus berusaha membantu saudara2 kita di sana, dilimpahi sehat dan keselamatan, Smoga bantuan ini bisa meringankan derita mereka, dan segera diberi ganti yg jauh lebih baik atas kehilangan yg terjadi😇 Aamiin",0,2025-12-08T03:45:29Z
@SijiLoro-p3r,bang ada yg tau ga APA YG TERJADI TANGGAL 7 DESEMBER 2025 kemarin posisi di RUMAH ADAT TONGKONAN TANA TORAJA....  kemarin persis ni w komen tanggal 8 Desember,0,2025-12-08T03:45:24Z
@Lutfi_aswaja,Ketemu kdm gk,0,2025-12-08T03:44:48Z
@ellyzubaidah5767,"Astagfirullah  ... yang seperti ini masih di bilang B AJJAH ,
LAKNANATULLAH...😭😭😭😭😭
Fii Amanillah Saudara ku Sebangsa Setanah Air Indonesia...🤗🤗🤗",0,2025-12-08T03:44:43Z
@dwiwariyaniwee,"Pdahal tinggal tanya rakyat mereka butuh apa? Rakyat gak bakal minta bumi seisinya. pasti mereka cuma minta apa yg mereka butuhkan saat ituu. Ehh, ini malah ... Asyudahlahh",0,2025-12-08T03:42:26Z
@TeoriXYZ,Intinya terimakasih untuk Bang Ferry dan TIM yg lainnya disana dan juga Rakyat Indonesia yg sudah ikut Berkontribusi bersama.,0,2025-12-08T03:42:04Z
@snazbelle,Ketika rakyat lebih berharap sama seorang influencer daripada pemerintahnya sendiri.,0,2025-12-08T03:33:41Z
@mamankarnani4884,Sehat selalu bung Fery Irwandi.,0,2025-12-08T03:33:21Z
@sampantao1699,R E V O L U S I,0,2025-12-08T03:32:24Z
@endangzen8037,😭😭,1,2025-12-08T03:31:53Z
@cctotV27,"Terima kasih banyak Bang fer 🙏🙏🙏 pengungsi sekarang butuh sabun mandi, handuk kecil, obat gatal, masker, popok bayi, paracetamol, toren air disetiap post, tisu basah, dan celana dalam pria maupun wanita 🙏🙏
Anda luar biasa bang fer 👍👍👍🙏🙏🙏",0,2025-12-08T03:31:20Z
@DilarmahadmaGobi,PANJANG UMUR PERJUANGAN DAN HAL HAL BAIK🎉,1,2025-12-08T03:30:53Z
@muhrivai7250,Vlog beneran vlog beneran realityshow beneran video asli gak ada yang baik baik aja. Pale lu bilang baik baik aja. Noh udah kayak apocalypse kta bang ferry,0,2025-12-08T03:28:11Z
@ganazafunmily4198,"saya sudah bingung mau berkomentar apa, Inilah INDONESIAKU begini nyatanya, begini adanya",0,2025-12-08T03:27:46Z
@ariefarief3919,Negara ini sangat butuh orang kayak  bang ferry,0,2025-12-08T03:27:23Z
@samuelleung-n4z,Trimakasih bantuanya❤❤❤❤❤,0,2025-12-08T03:27:11Z
@haysnairte4,"Ketika Umar takut sekali ditegur ibu2 yang anaknya kelaparan, Pimpinan kita justru takut dengan ""provokasi"" Bang Ferry, gila sih emang",2,2025-12-08T03:21:52Z
@petanikaret2150,"SANGAT ANEH SEKALI,  MESTI BENCANA SEMACAM BANJIR/SUNAMI YG BESAR SEPERTI INI SELALU MUNCUL DI PENGHUJUNG TAHUN...KALIAN MASIH INGAT SUNAMI ACEH???  YEAH !!  TERJADI DI PENGHUJUNG TAHUN 2004, APAKAH INI AZAB TEGURAN ALLAH SWT TERHADAP PEMERINTAH INDONESIA DI AHIR TAHUN SELAMA SATU TAHUN BANYAK MELAKUKAN HAL YG JAHAT SEPERTI PENEBANGAN HUTAN ATAU PENGELOLAAN LAUT YANG TAK SESUAI ,... ALLAH TUNJUKAN BUKTI DGN BANJIR YG MEMBAWA KAYU GELONDONGAN JELAS TERLIHAT MATA .",1,2025-12-08T03:20:26Z
@ariesnurman,"Terimakasih Fery dan Tim.. kalian sudah menyalurkan bantuan kami. Sekali lagi terimakasih 🙏
Gw liat lu nangis ikut menetes air mata ini Fer 😢",2,2025-12-08T03:19:24Z
@muammarnampira6806,"Bang kamu terbaik langsung trun ke saudara"" kita yang butuh bantuan gini yang cocok dan tepat untuk donasikan.",3,2025-12-08T03:18:40Z
@MrRIFA-buy4,"Semoga Allah memberikan balasan baik yg tak terhingga dan kekuatan lahir batin kepada Abang dan team, dan Semoga Allah memberikan ganti yang terbaik kepada korban musibah, Aaamin ...",1,2025-12-08T03:18:24Z
@wawadukanasli8236,Tidak pernah salah HTI paling galak bahas isu sosial dan politik agar kita paham melek karena ada yang rusak dengan sistem negara ini eh malah di bungkam karena takut dengan kaum intelek agama yang tidak bisa di ajak berkompromi,2,2025-12-08T03:18:15Z
@Ingaishere,anjaayy itu jualaann bensin!,1,2025-12-08T03:16:27Z
@HafizaAprilia15,Ikut nangis bang gw waktu lu speak dapet dana bantuan 10 M!,1,2025-12-08T03:14:51Z
@dhiaazmi2809,"dari kami yang kecil
untuk mereka yang besar

turut berduka cita atas gugurnya kepercayaan kami pada yang berkuasa diatas tirani nusantara
turut berduka cita atas matinya nurani penguasa diatas kursi empuk beralas hangat
turut berduka cita atas hilangnya kata maaf dari mereka yang harusnya bertanggung jawab atas semua
turut berduka cita atas empati...",1,2025-12-08T03:12:22Z
@affan6576,"miris liat pemerintah yg sangat lamban untuk perbantuan yg terkena bencana besar, sampe terharu liat perjuangan semua influencer yg sangat perduli dan terjun langsung ke lokasi bekas bencana dahsyat 😢",0,2025-12-08T03:11:31Z
@Pengsuipetualangsantui,Alhamdulillah Barakallah Bang. Smga Tambah Barokah Smkin Sukses,0,2025-12-08T03:09:21Z
@zara-s7q,Terima kasih.,0,2025-12-08T03:06:07Z
@positifthnking,Kita Merdeka sudah 75 Tahun tp helikopter saja masih minim kayak barang langka😢😢😢miris bgt di negri konoha,0,2025-12-08T03:03:35Z
@Ajarnotoati,"Rakyat percaya pemerintah❎
Rakyat percaya sesama  rakyat yang memang tulus berjuang untuk negeri ini ✅
Trimakasih feri Irwandi dkk",0,2025-12-08T03:02:43Z
@dedysuryadi676,"Inilah para relawan sesungguhnya yang meringankan  beban rakyat yang kena musibah dan semoga para relawan mendapat perlindungan dari ""Allah Swt"".",0,2025-12-08T03:00:22Z
@herokartomi2431,"Makasih bang feri sudah menjadi harapan satu satu nya kami untuk negara ini, karena kita tidak ada harapan lagi dengan pemerintah",0,2025-12-08T02:55:46Z
@GinesaCopier,"Bang TIMOTY RONALD, ayo bang sama-sama bergerak membantu",0,2025-12-08T02:52:19Z
@jaronah100,Duit hasil penyitaan korupsi itu mana?? hasil pajak itu mana?? pemerintahan konoha sangat tidak jelas dalam segala hal,0,2025-12-08T02:51:22Z
@KeluargaGinanjarChannel,Sehat Selamat selalu uda ferry dan kawan-kawan . 🙏🏻,0,2025-12-08T02:48:45Z
@enjelinurulkamariah6729,"terimakasih bang ferry, semoga sehat selalu abang dan tim, kita ttp bantu saudara2 disana sampai pulih dan normal, semangat rakyat Indonesiaaa❤‍🩹",0,2025-12-08T02:46:08Z
@arifsupomo1376,Lanjutkan bang feri and friend....gw demen neeh klo langsung aksi begini...semoga ALLAH with your guys,0,2025-12-08T02:45:35Z
@tokhicyofficial6213,Pemerintah gak bawakan alat berat sebanyak nya jalan2 yang terisolasir harus segera di buka,0,2025-12-08T02:44:54Z
@chamsiahzuhra7813,Alhamdulillah.Barakallah.,0,2025-12-08T02:43:20Z
@jemmyfox5166,"pemerintah pasti ada alasan dimana tidak menetapkan sebagai bencana national, banyak pertimbangan jika menetapkan sebagai bencana national , mungkin dianggap tidak mau berhutang budi sama negara lain atas bantuan yg masuk , juga mungkin masi bisa diatasi sama gubernur masing2 provinsi, coba tanya dong bang irwandi ke orang pemerinta yang lu kenal?????",0,2025-12-08T02:43:02Z
@Nnyenye,"pemerintah gak gerak cepat, udh di ramal bmkg tahun lalu tp mlh gak ad yg percaya. skrg udh terjadi bencana mlh lelet penanganan nya, mlh sempet pencitraan pula, klo mrk melek ama kenyataan + ilmu, aplg mulai berusaha buat cari solusi, mulai menegakkan aturan, MULAI BERBELAS KASIH SAMA RAKYAT, GAK MUNGKIN KEK GINI. oke gas ok gas sialan, gini deh babi gemuk hypocrite di kasih kekuasaan. ujung2 nya rakyat bantu rakyat",0,2025-12-08T02:41:30Z
@jemmyfox5166,"bilang pake pesawat buang dari langit pake parasut, alat berat diturunkan excavator doser buka kembali jalan.",0,2025-12-08T02:37:46Z
