author,comment,likes,published_at
@FitriHidayah-i2z,Nangis gue gak bisa berkata kata. Kayak cm bisa ngmg dihati ya Allah sayangi mereka berikan kami rakyat indonesia pemimpin yang adil arif dan bijaksana.,0,2025-12-07T00:40:37Z
@chowwencin,"Revolusi sudah dekat, welcoming the new President of this Republic.. not sure if we have to wait for 2029",0,2025-12-07T00:39:32Z
@symlraff,PEJABAT 0-1 RAKYAT INDONESIA (MEREKA MENUTUP MATA DAN TELINGA MEREKA SENDIRI),1,2025-12-07T00:39:08Z
@AbdulRosid-x1m,Pliss... Nyalon presiden bang...,0,2025-12-07T00:34:17Z
@desoglagahancintaku6283,Anies Baswedan g ada uang... Sekjen PBB lagi sibuk minta makan sana sini.. Dngn dalil bangun jembatan kampung.. Tp sayang dr bambu.. Bener kata panji g modal g ada uang.. Suka enak nya maunya instan,0,2025-12-07T00:33:42Z
@fatmasusanti1096,"Keren bang,,,,infonya benar2 valid",0,2025-12-07T00:33:33Z
@salmastore1164,"Buka lagi donasi bang , ayo kita tambah donasi nya, warga bantu warga.",0,2025-12-07T00:33:16Z
@bennyaLwin,Sehat2 selalu untuk semua kawan2 disana❤❤,1,2025-12-07T00:33:00Z
@ichx612,Kangen pasukan putih FPI,0,2025-12-07T00:32:22Z
@t1a246,Mksh Bang Ferry dan teamnya… hanya Allah yg balas semua kebaikan dan ketulusan ❤,0,2025-12-07T00:29:39Z
@fatmasusanti1096,"Tq bang ferry,,,",0,2025-12-07T00:29:17Z
@NafisahSyahab,❤❤❤,0,2025-12-07T00:29:07Z
@tukangngegame9217,prabowo..... lihat kinerja menteri muuuu..... jangan tutup mata mu pak.....,0,2025-12-07T00:28:23Z
@HenryGunawan89,bang gimana bang kok kayak gini bang 😢,0,2025-12-07T00:28:03Z
@nyomanadiadnyane1276,"Di umur saya yg ke 24 th, saya berdoa bisa selalu membantu orang, walaupun dari hal hal kecil, sosok bang fery irwandi jadi patokan untuk saya menjalani hidup untuk menjadi warga yg bisa membantu warga, saya berdoa kepada Tuhan agar segala rezeki datang ke saya dengan mudah agar saya bisa membantu banyak orang, seperti bang fery, semngat terus buat bang fery, kamu adalah orang hebat bagi saya,",0,2025-12-07T00:26:41Z
@Riazor1370,"Karena Badan Pemerintah anggap bencana tidak mencekam, dampaknya fatal, korban banjir dibiarkan berhari-hari kelaparan. Inilah momemtum pejabat yg tidak punya hati diganti.",0,2025-12-07T00:26:09Z
@AlexBuyProperty,"Apa kabar para pejabat, anggota DPR DPRD yang terima penghasilan milyaran rupiah per bulan?
Sudahkah mereka membantu dengan jumlah yang sepadan?",0,2025-12-07T00:25:47Z
@budisatria1125,"Assalamu alaikum warahmatullahi wabarakatuh. Bang Ferry, semoga berkenan membantu RSUD Aceh Tamiang. Agar bisa kembali melayani masyarakat. Kondisi RSUD sekarang lumpuh total.",0,2025-12-07T00:25:17Z
@therearenofactsonlyinterpr3780,"berpuluh tahun denger berita korupsi dan hukuman yg ringan terhadap mereka,, akhirny rakyat yg paling bawah sampai elit paling atas menganggap itu hal yg normal di negeri ini... jadiny semuanya jadi koruptor
imo, negeri ini sudah tidak bisa diselamatkan....
kalo pun ia.. butuh puluhan taun jg u/ memulihkan kerusakan yg sudah dipupuk puluhan tahun ini",0,2025-12-07T00:24:08Z
@PamungkasDenta-r4p,TERIMAKASIH bang dan semua team yg terlibat di dalamnya.,0,2025-12-07T00:23:22Z
@SaraNurKhalidaa,ya Allah😭😭😭😭😭😭😭,0,2025-12-07T00:21:59Z
@adexjg1987,"Kalau ada kemauan ma polisi bang, kan banyak tuh jumlahnya, anggaran juga ditambah,  daripada ngamanin konser, demo, mending arahkan ke daerah terdampak.",0,2025-12-07T00:21:00Z
@xeesns,kyk di scene film2 tp ini kisah nyata 5:12,0,2025-12-07T00:20:36Z
@ArkyChannel21,"Tetap semangat bang fer dan tim, kami do'akan semoga selalu diberikan kesehatan, kelancaran, dan kemudahan dalam setiap langkahnya, 🥹🤲 Allah menyertai mu",1,2025-12-07T00:20:25Z
@enggoteluna,"tolong tampilkan rincian biaya dari awal hingga akhir, agar kami tahu anda benar2 jujur tidak seperti pejabat2.",0,2025-12-07T00:19:05Z
@asmugandi4025,"giliran bantuan ke luar negeri cepat seperti palestina, giliran negara sendiri lelet , apakah mereka semua bekerja hanya untuk pencitraan 😢",0,2025-12-07T00:17:16Z
@kimoyfamilychannel,"Masyaallah aksi social society yang diiniasi oleh bg ferry, kitabisa dan seluruh rakyat indonesia yang terlibat. Semoga selalu bermanfaat secara sosial untuk sesama 🙏😇",0,2025-12-07T00:16:42Z
@NovitaSari-tc7wq,"Terimakasih orang orang baik, semoga setelah ini ada open donasi lagi❤❤❤❤",0,2025-12-07T00:15:48Z
@rizkkiayodia6955,"Seandainya badan ini masih berusia muda dan kuat, dipastikan saya akan turut serta datang ke sana membantu, menolong dgn cara apapun. Terima kasih bg fer dan seluruh relawan 🙏🏻",0,2025-12-07T00:13:52Z
@ummilkhairah1744,Masih banyak bg semoga elu masuk surga,0,2025-12-07T00:13:51Z
@rosiahbtmamuridulkaer6078,"Assalamu'alaikum.  Maaf Temen "" yang mau donasi lewat bang FerryIrwandi lewat mana",0,2025-12-07T00:09:57Z
@notelima3388,"lanjutkan perjuanganmu bang ferry irwandi, semoga selalu diberikan kesehatan untukmu...
1 banding 1juta orang sepertimu...",0,2025-12-07T00:09:56Z
@adisetiawan4572,"Saya ngetik dalam kondisi Dada sesek banget, terharu.

Terimakasih sudah menunjukan realitas dan aksi nyata nya Bung Ferry,
Semoga senantiasa diberikan Power untuk membersamai kami Warga",0,2025-12-07T00:08:18Z
@mayashafa221,"Sehat selalu bang fery, semoga Alloh selalu melindungi mu sekeluarga. Terimakasih sudah menjadi orang baik & berguna utk bangsa.",0,2025-12-07T00:07:26Z
@syafiqal05alkhori39,"Pemimpin negara ini hanya perduli sama lahan sawitnya,(SAWIT KAN MEMBAWA DIA KESURGA).",0,2025-12-07T00:07:13Z
@sherizal3128,Makasih dah bantu bang,0,2025-12-07T00:05:39Z
@fiqjacy8400,MANA PEMERINTAH 😢😢😢😢😢😢😢😢😢,0,2025-12-07T00:05:06Z
@orizasativa4169,"We proud of you, semoga Allah menyertai kamu dan team mas 🙏🫶🫡",0,2025-12-07T00:04:57Z
@Nurmasyitah-p6p,Terimakasih bg sudah peduli aceh🙏mudah rezeki selalu..sehat sllu💪,0,2025-12-07T00:04:50Z
@seeteori2800,sehat sehat bang,0,2025-12-07T00:04:06Z
@katabatik7842,Messiah,0,2025-12-07T00:03:38Z
@IdaSiman,"Terimakasih bang Ferry..
Dan terimakasih untuk semua masyarakat Indonesia untuk semua perhatian doa dan bantuannya..
Usul kepada pemerintah untuk menetapkan bencana di saat ini di Sumatera sebagai BENCANA NASIONAL.",0,2025-12-07T00:03:09Z
@likyubi9875,Pemerintah kalo gak ngerasa tertampar emng hati iblis sih,0,2025-12-07T00:01:27Z
@SweetSavoryKitchen2025,Ferry Irwandi for president 2029 ❤❤❤,0,2025-12-07T00:01:17Z
@supriyanto1600,"Kami PAGUYUBAN OJOL STASIUN TENABANG resfeck sama loe bang.
Lanjutkan",1,2025-12-06T23:59:23Z
@nanichaerani,Utk solusi Air Minum. Pake aja NAZAVA. KARYA PROF. UKO. ASAL BANDUNG.,0,2025-12-06T23:58:43Z
@KarMuji-nc6ij,Terapin hukum mati .siarin d media2 ntuh baru bener masukin berita televisi. Biar rakyat puas bahwa hukum bener2 tegak 🫵👊👏...pan tinggal triak horeeeeeee,0,2025-12-06T23:58:14Z
@Na-yf2zb,Tetep jaga kesehatan ya bang 🙏 kalo bisa agak dikurangi ngududnya 🙏,0,2025-12-06T23:57:30Z
@alrizerabit390,"baca judulnya aja q terharu, sungguh luar biasa, warga bantu warga",0,2025-12-06T23:56:57Z
@KarMuji-nc6ij,Kalo dah kaya ginih mah pertama rakyat yg kena imbasnya sengsara rumah hancur kelaperan dan pemerintah juga kluar duit banyak pan .sementara segelintir orang yg melakukannya uncang2 kaki ajah .susah sih kalo nih negara blom terapin hukuman mampus alias mati 🫵😡🤦...AMP kapan juga brani kelas kakap buat kesalahan,0,2025-12-06T23:56:37Z
@melvitabustami3480,"Alhamdulillah
Terimakasih Bang Ferry, 
Sudah mengetuk pintu hati rakyat Indonesia",1,2025-12-06T23:54:38Z
@chairaniverani4101,Terima kasih banyak abang....dedikasi mu tak terkira..,0,2025-12-06T23:53:18Z
@vousmeeevoyez,Makasih bang dah jadi perpanjangan tangan langsung rakyat Indonesia,0,2025-12-06T23:52:53Z
@iqbalfernandez,"Berapa ribu, bahkan berapa ratus ribu rakyat Indonesia yang meringkuk dengan perut kosong di atas balai-balai setiap hari saat melepas lelahnya, tak terjelaskan dengan tepat. Pemerintah punya catatan angka-angka yang lengkap tentang kebun-kebun dan perusahaan yang menguntungkan, terutama nama-nama orang yang wajib membayar pajak, tetapi lupa memberi kepastian tentang penghidupan rakyat seluruhnya.

- Tan Malaka, Aksi Massa, Bab V",0,2025-12-06T23:51:57Z
@deemars10969,"Stay blessed untuk bg feri dan semua tim relawan. Semoga dikuatkan, berikan kesehatan, ketentraman, bantuan pangan, obat dll untk smw korban banjirnya 🙏🏿
Tuhan menjaga kita semua 🙏🏿",0,2025-12-06T23:51:46Z
@nangkorasiagtr6100,Wowo pantas mendapatkan “Lemot” Award,0,2025-12-06T23:51:43Z
@ahmadsyauqiy657,"udah muak, mual sama pejabat.. mulai skrng dari rakyat untuk rakyat langsug.. jangn harapkan dan libatkan tuh pejabat rakus.. saat dibutuhkan diem, ngeles, saat membutuhkan gercep tai",0,2025-12-06T23:48:46Z
@Saputora,Pemerintah pejabat2 lg sibuk pesta 🎉????,1,2025-12-06T23:48:40Z
@masykurpanton,"JAZAKUMULLAH BG FERY,, WE LOVE U #ACEH",0,2025-12-06T23:47:31Z
@adzanzifikar4210,"pengen ikut saya dari bandung,  jujur ga banyak harta yang saya miliki namun jika saudara disana membutuhkan tenaga atau membantu trauma healing saya siap untuk datang kesana",0,2025-12-06T23:47:23Z
@ohhagus,Kiri kanan kulihat saja banyak pohon sawitnya...,0,2025-12-06T23:47:00Z
@WawanKuswanto-z3f,"Genosida kah ini?
Kapten Irwandi?",0,2025-12-06T23:46:10Z
@asmianawahyuni7718,"Anakku asma, ga kebayang kalo ada yg sama kondisinya sama kaya anakku disana. Sesak, kedinginan, dan gelisah. Sehat2 anak2 disna",0,2025-12-06T23:46:09Z
@darkjonez457,Dr rakyat untuk rakyat,0,2025-12-06T23:45:20Z
@akhmadsyarif3571,"terima kasih org baik yg sdh mau terjun langsung ke lokasi saudara kita para pengungsi,semoga semua diberikan ketabahan,kesabaran serta kekuatan dan kemudahan..🙏",0,2025-12-06T23:45:18Z
@danisnotbelow4417,Pemerintah hanya peduli ke kepentingannya sendiri,0,2025-12-06T23:43:42Z
@yuyunsri6190,"Semoga, bang Fery dan yg lainnya, selalu Alloh berikan kesehatan.....
Aamiin",0,2025-12-06T23:42:35Z
@harnoariprabowo-ml5wo,Mau tanya serius bang.... Ada Ormas paling NKRI ngga bang yg ikut jadi relawan?? Sama Ormas yg paling Pancasila ikut bantu evakuasi korban??,0,2025-12-06T23:37:19Z
@wiliaprilio9303,mirip arc wanokuni...,0,2025-12-06T23:35:44Z
@lordjamuo1481,4:51 negara bobrok fungsinya apa nanam ginian blok,0,2025-12-06T23:35:24Z
@izzahtularifah6976,"Terima kasih bsng Fery, aras dedikasi dan kepedulian untuk saudara kita di Sumatra. Semoga bang Fery beserta kru selalu di beri kesehatan dan dilindungi Allah SWT. Semangat, tabungan akhirat balasannya.",0,2025-12-06T23:34:26Z
@thorfinackerman-x1u,sedih liatnya😢,0,2025-12-06T23:31:43Z
@afrizal46162,"Akses itu yg berat bg
Apalagi di sna Pemda Uda gdak duit. Mana ada yg supply solar",0,2025-12-06T23:31:34Z
@bagjaaditiya4861,"Long live bang fer, lo adalah pahlawan bagi gua",0,2025-12-06T23:29:46Z
@ratnawulan9014,"pemerintaaah manaaaaa...pdhl punya semua aparat yg bs dikerahkan,pesawat2 ,helikopter yg bs tembus daerah terpencil ...dasar pemerintah laknatullah..",0,2025-12-06T23:26:18Z
@noc5846,gx bisa bantu setidaknya jngn skip iklan,0,2025-12-06T23:24:48Z
@mapecypierochanel9735,@ferryirwandi bang rokok nya apa bang,0,2025-12-06T23:22:39Z
@Safiramart52,"Anggaran MBG kurangi dulu ini buat bantu pangan, bngun rumah dan bangun infrastruktur yg hancur..anggaran ratusan triliun cuma habis buat pejabat dan orang kaya doang,. Lebih baik salurkan ini lebih penting",0,2025-12-06T23:15:51Z
@erwinninda,"Tetap berhati² ya bg,sy denger yg mau kirim bantuan ada yg dirampok di jalur medan-aceh,di daerah seumadam,sodara temen sy jg ada yg kena palak,mau kirim bantuan,uang cash habis dipalak,gak tau bener apa enggak tetep berhati² untuk semua yg ingin kirim bantuan 🙏",0,2025-12-06T23:15:21Z
@syaifularifin1646,Terima kasih.,0,2025-12-06T23:13:39Z
@RintoMacho1987,"Benar bahwa saat banjir bandang adalah musibah mengerikan, tapi setelah itu tidak ada air bersih, tidak ada makanan, tidak ada tempat berlindung, tidak ada layanan pendidikan, tidak ada layanan kesehatan, logistik, listrik, BBM. Kondisi setelah banjir jauh lebih menyedihkan, semua harta benda lenyap, kemiskinan ekstrem, perlu waktu sangat lama memulihkan keadaan.  😢😢😢",0,2025-12-06T23:12:46Z
@iqbalamarullah8,gus ferry,0,2025-12-06T23:10:25Z
@BambangWagyo,Bang Feri Irwandi salah 1 dari sekian banyak pemudayg sangat peduli bagi orang2 yg terdampak bencana.❤❤❤,0,2025-12-06T23:07:49Z
@langkosonolangkosono381,"Kebersamaan sesama manusia,  saling menolong dlm kesusahan",0,2025-12-06T23:07:43Z
@AImaginatic,"Silahkan semua bergerak bantu rakyat tanpa saling menjatuhkan, karena demi kepentingan rakyat bukan semata untuk kebutuhan konten dan popularitas..rakyat dan negara saling bekerja Indonesia damai tanpa revolusi !",0,2025-12-06T23:05:18Z
@rudiibnuanwar3848,Mana yg di anggap wali wali tuhan di bumi yg di dewa dewakan,1,2025-12-06T23:04:35Z
@baru_lawas,Bang.. loe keren bang 👍🏻👍🏻,1,2025-12-06T23:04:00Z
@Kang_Jayus,"Semangat terus bung Ferry, do'a saya untuk semuanya baik para korban dan juga para relawan.",0,2025-12-06T23:02:41Z
@atikahnasiha1743,Kalau di tetapkan bencana nasional tak mungkin Malaysia singapura Brunei negara2 Asia Arab juga akan membantu ..kenapa keras kepala sangat😢😢 apa jawaban kita di akhirat nanti sampai orang tak makan minum air banjir😢😢😢,0,2025-12-06T23:00:07Z
@lips6171,"Ada 1 hal yang sangat mudah menjatuhkanmu di negri ini bang ferry, yaitu orang ketiga. Plis jangan terjerumus ke hal seperti itu, seperti para fokoh tokoh sebelumnya. Tetaplah berdiri tegap dengan terang bang ferry. Jadi lah All Might di negri ini, be our inspiration, be our on for all.",0,2025-12-06T22:59:50Z
@reinaldwiradika5854,"Terima ksih bang fery,
Panjang umur hal hal baik 🦾🦾💪🫶",0,2025-12-06T22:58:05Z
@atikahnasiha1743,Kalau di tetapkan bencana nasional...negara jiran macam kami akan membantu😢😢 Dari kerajaan hingga rakyat akan membantu dengan sekuat tenaga...😢😢  Walaupun kami di Malaysia juga banjir tapi tak SE parah sumatra...😢😢 Dan kerajaan kami Malaysia punya uang untuk menghadapi bencana😢😢😢,0,2025-12-06T22:57:54Z
@emilymei6584,"Tidak bisa hanya terus berduka,daerah itu cepat d bersihkan,agar yang masih d beri kehidupan tidak terus bersedih. Bantuan dr segala arah bukan hanya urusan perut.",0,2025-12-06T22:55:25Z
@awan0348,Gue sakreb aja ya bro channel yutub nya,0,2025-12-06T22:54:43Z
@bohbyalam9672,terima kasih anak baik cerdas dan benar anda saat dibutuhkan warga yang terdampak bencana pemerintahan subur bersilat lidah,0,2025-12-06T22:54:03Z
@triwahyuhutami5866,❤❤❤,0,2025-12-06T22:50:12Z
@Atayharahap,"Kalau pemerintah yang melakukan bantuan pasti pencitraan dan mengutamakan ke untungan..
Apa lagi para Mentri",0,2025-12-06T22:49:28Z
@ewitv2289,"😢😢❤❤❤ Jazakallah Fer, tempat saya Pkl😭😭😭",0,2025-12-06T22:48:31Z
@ewitv2289,Thanks,85,2025-12-06T22:47:32Z
@ekaekamutingram7942,Terimakasih bang Feri semoga panjang umur sehat dan sukses selalu aamiin yra 🤲🏻🤲🏻,0,2025-12-06T22:47:02Z
@aldiriyanto8818,terimakasih bang,0,2025-12-06T22:42:29Z
@limaxmedia1828,Rakyat jaga Rakyat karena pemerintah hanya bisa bongkar hutan jadikan kebun sawit,0,2025-12-06T22:41:54Z
@otmansyah,Salut buat Bung Ferry.yang begitu peduli samà rakyat.Beda sama Presiden dan para pembantunya.,0,2025-12-06T22:40:56Z
@elpalkontole,"Korban nyawa sudah 1200 lebih dan ada yg bilang tidak mencekam , se tidak penting itu kah nyawa masyarakat ?",0,2025-12-06T22:39:03Z
@koukeishin5941,sehat terus bro Fer ❤,0,2025-12-06T22:36:07Z
@epicgame9697,"Bikinlah partai politik, lalu pimpin di isi dengan anak2 muda yg jujur berintegritas, lalu pimpin negara ini, cuma itulah jalan kalau mau mengubah bangsa ini negara ini.",0,2025-12-06T22:34:38Z
@IkaSetya-d3q,Jag kesehatan bang fer kami membutuhkanmu,0,2025-12-06T22:33:21Z
@IkaSetya-d3q,"Bang fer jaga kesehatan, karena kami membutuhkanmu...",0,2025-12-06T22:32:49Z
@sodiqhariyanto8705,❤Ayo bersatu untuk Negeri❤,0,2025-12-06T22:29:00Z
@NekkoA,Pulau penyuplai sawit terbesar di dunia sedang berduka,0,2025-12-06T22:27:36Z
@susufafa0001,"KALAU MAU REVOLUSI, HARAP DIUMUMKAN, KAMI INGIN BERPARTISIPASI....TKSH.",0,2025-12-06T22:26:25Z
@sofiyarini,Bang kalo boleh usul koordinir bantuan dr asing trus distribusiin ke Sumatera. Ini soalnya pemerintah ngga mau terima bantuan langsung dr asing kesana. Entah kenapa...,0,2025-12-06T22:26:12Z
@Neils_126,Ya Allah lindungilah dan berilah kekuatan selalu untuk orang-orang baik ini amiin 🤲,0,2025-12-06T22:17:07Z
@rianmustofa333,Thanks you bang,0,2025-12-06T22:15:46Z
@Unknown12682,"Pemerintah terlalu gengsi untuk mengakui ini bencana nasional, padahal penanganannya lambat, mitigasi bencana minim sampe menimbulkan banyak korban, upaya pencegahan itu ga adaa. Hutan malah di babat, mau sampe kapan kaya gini?😢",0,2025-12-06T22:15:46Z
@ah_channel007,"kalian memang orang2 pilihan Allah untuk menolong saudara, teruslah bekerja jangan hiraukan pihak 2 yang ingin mendowngred kelompok anda, yg penting iklas",0,2025-12-06T22:15:03Z
@ahmadajijudin1450,Terima kasih bang ferirwandi,0,2025-12-06T22:11:49Z
@RELATIMARIA,Sehat terus bang Ferry...jaga kesehatan Allah bersama mu bismilahnirohmahnirohim,0,2025-12-06T22:07:12Z
@ikanmas6047,pemerintah terlalu busuk udah,0,2025-12-06T22:04:57Z
@ernawatijohan1679,Tetapi kadih Ferry Irwandi. Yang anda kerjakan melebihi penguasa. Pemerintah mana ??? Andalah yang laysk jadi mentri...,0,2025-12-06T22:04:41Z
@HarrysAyub-k8y,"Gemah Ripah Loh Jinawi
--------------------------------
Karya :Harrys Ayub, 
13 September 2025

Negeri ini dulu disebut
Gemah Ripah Loh Jinawi,
zamrud khatulistiwa,
simbol kesuburan,
janji kemakmuran.

Mantra yang diulang-ulang,
semuanya terdengar seperti doa.
Bukan lautan, tapi kolam susu,
kata lagu di masa kecil,
hingga di atas genteng pun tumbuh tanaman.

Benar, tanah ini tanah surga,
airnya tak pernah kering,
tanahnya tak pernah letih memberi.
Masya Allah!
Begitu cintanya Tuhan pada negeri ini.

Tapi waktu menua bersamaku.
Loh Jinawi tinggal simbol kosong,
hiasan pidato para penguasa,
sementara sawah jadi pabrik,
hutan jadi abu,
dan rakyat jadi buruh
yang asing di tanah sendiri.

Gemah Ripah Loh Jinawi
mantra yang dulu anugerah,
kini terdengar sebagai ironi.

Aku mulai bertanya-tanya,
benarkah ini anugerah,
atau musibah yang kita pelihara
dengan kebanggaan semu,
atau sekadar mantra yang menutup mata?

Sebab yang kulihat saat ini
bukan Loh Jinawi,
tapi jurang yang makin lebar.
Bukan kolam susu,
melainkan laut pahit ketidakadilan.

Kekayaan tetap dirayakan,
tapi hanya segelintir yang menikmatinya.
Rakyat kebanyakan jadi penonton lapar
di pesta pora penguasa,
saat gelas kristal beradu
di meja istana..",0,2025-12-06T22:04:34Z
@kalayasatie3423,dimana pemerintah?,0,2025-12-06T22:04:12Z
@Faridaysart,Bang kapan buka donasi lagi?,1,2025-12-06T22:02:46Z
@pencariketenangan7693,Sosok seperti Bang Ferry Irwandi inilah yg lebih cocok jadi pejabat,0,2025-12-06T22:01:39Z
@HarrysAyub-k8y,"AIR TAK PERNAH  BERBOHONG 
----------------------------------
Karya : Harrys Ayub 
       30/11/2025

Air datang deras,
mendorong batang-batang pohon 
turun dari bukit, 
yang hilang satu per satu
tanpa suara.
seperti laporan rahasia
yang bocor sendiri ke sungai.

Arus mengamuk,
menyapu rumah dan manusia,
menjadikan tubuh-tubuh
angka statistik baru.

Lalu mulailah pertunjukan
langit disalahkan,
hujan dihina,
awan dipaksa jadi tersangka.

Para pembuat luka
berlindung di balik meja rapat,
menggelar jumpa pers dengan wajah prihatin,
Dan tangan yang lebih bersih dari hati mereka.

Hutan tidak menuduh,
air tidak menuduh,
cuma bukti yang berteriak
tanpa bibir.

Namun di negeri ini,
yang paling keras berbohong
selalu paling dulu dipercaya.",0,2025-12-06T22:00:54Z
@HarrysAyub-k8y,"MEMELIHARA LUKA
                Karya : Harrys Ayub 
                      19/10/2025 

Keberanian tidak lahir dari banyaknya kata,
tapi dari keberanian untuk mendengar ulang hal-hal yang sederhana,
dan merenungi kejadian yang dianggap biasa.

Keberanian bukan semata untuk menang,
tapi agar dapat menatap ke arah yang benar.

Biarkan saja kalau dunia memilih diam,
Tapi kebenaran harus punya suara,

Walaupun berhenti berteriak,
Kita  jangan pernah berhenti peduli

Biarkan saja luka 
menganga lebar menolak sembuh
karena dari situlah lahir kesadaran,
dari sanalah kebenaran menetes.

Jadilah gelap tapi berakal,
jadilah getir tapi penuh kasih.

Janganlah moral dibiarkan luntur
yang tahu bau busuk tapi seolah menghirup harum.

Aku ingin kita semua jujur
di ruang antara hidup dan mati
tidak melihat luka sebagai tragedi,
tapi alat mengukur nurani,
tidak menjadi manusia yang memperdagangkan harapan.

Buatlah mereka tak bisa mengalihkan pandangan,
walaupun kita tak pernah menunjuk wajah siapa pun

Kita tak boleh berhenti belajar
memahami hidup yang harus diuji nilainya.
Bukan lewat kesedihan tapi getir yang telah melewati ratapan",0,2025-12-06T22:00:27Z
@Aldipratama602,"Ayo pemerintah pusat mobilisasi besar2an kasian sodara kita yg terdampak , buat bang fery dan team trimakasih sdh mewakili kami warga sipil yg gak bisa hadir di sana 🎉🎉",0,2025-12-06T21:58:32Z
@saifulhayat1397,Sehat selalu bang irwandi.... apa yg anda lakukan biar Allah yg akan membalalsnya..aamiin,0,2025-12-06T21:57:51Z
@thenewoppositte,"tolong 2029 nanti ingatkan bencana ini dan jgn pilih lagi oke gas oke gas lah
Iblis pun minder dgn negara ini bagaimana bisa presiden dan wapres mengjadiri hut golkar di saat 860 rakyatnya meninggal dan pidato penamganan bencana cukup baik dan tdk butuh jd bencana nasional dan tdk butuh bantuan asing",0,2025-12-06T21:53:30Z
@Hamzabasya1453,Lebih gagah daripada yang pake rompi sama yang mikul beras😅❤,0,2025-12-06T21:53:24Z
@msmaulida7639,Sehat semua Bang Fer dan team,0,2025-12-06T21:51:20Z
@iskandarzulfikarnain2751,Mantap mas ferry..👍,0,2025-12-06T21:51:06Z
@hjAntono,Alhamdulillah,0,2025-12-06T21:49:54Z
@Pk29-b8d,pohonya kelapa sawit semuaaaaaaaaa itulah yg bikin bencana,0,2025-12-06T21:48:39Z
@yanditriputra1905,"Terima kasih, bang Ferry",1,2025-12-06T21:48:14Z
@aldyjemberz,"sianjing bupatinya malah ngungsi, gw dengernya emosi campur aduk 😡",0,2025-12-06T21:47:49Z
@baqiboyid,"Alhamdulillah, Makasih banyak buat donatur, bang ferry, buat tim dan yang ikut membantu. Terimakasih sebanyak banyaknya atas bantuan abang abang kakak kakak. Makasih banyak. Ya Allah akhirnya ada bantuan yang masuk untuk wilayah aceh tamiang kuala simpang dan sekitarnya. Alhamdulillah, gak tetahan air mata ngeliat isi video ini. Campur aduk, ngeliat secara langsung ke lapangan sebelum ini, nangis di tempat cuma uang tabungan saya ga banyak dan saya ga bisa banyak bantu karena saya juga orang yang terkena dampak banjir, saya tinggal juga masih di wilayah aceh tamiang, tepatnya di desa paya ketenggar, saya cuma bisa bantu hanya jumlah kecil dan hanya bisa bantu beberapa keluarga saja. Akhirnya Ya Allah ada bantuan... Makasih banyak abang abangku kakak kakakku makasih banyakk. Sehat terus abang kakak yah. Semoga jika ada waktu dan ada kesempatan untuk abang dan kakak untuk main ke wilayah tamiang setelah membaik nanti. Aamiin. Sehat sehat yah kalian. Stay safe juga buat temen temen yang terkena dampak korban banjir untuk wilayah sumatra dan aceh.",0,2025-12-06T21:47:00Z
@aristotska6391,ajarin bikin filterasi air pake batu dan arang bang,0,2025-12-06T21:46:03Z
@roghy08192,"bang, coba bawa lifestraw dan bagikan ke daerah yang sulit dijangkau agar mereka bisa minum air banjir secara langsung. Di fase banjir gini, water filtration lebih ringkas dan memudahkan ketimbang water purifier. Ketambahan banjir di sumatera barat insyaAllah tidak tercemar logam berat, jadi masih aman pake water filtration. Untuk yang tipe sedotan murah bang cuma 200ribuan. Untuk tipe yang digantung ato gentong skitar 1jutaan. Mereka bisa minum langsung dengan cepat dari air banjir, coba search di youtube buat keandalannya",0,2025-12-06T21:45:42Z
@SeniLakuni.,Merdeka Bung.,0,2025-12-06T21:40:27Z
@Unoy09,Semangat panutan anak muda,0,2025-12-06T21:38:36Z
@ditomuhamad2323,Batur nuhun kang ferry dan team,0,2025-12-06T21:38:06Z
@gatarasanji9416,"""CUMA MENCEKAM DI SOSIAL MEDIA"" .. walopun beliau udh klarifikasi, tetep aja gw gak trima.. perkataan tolol tuh.. pejabat ko ngomong gk d pikir dulu.. 
salut buat bang fer dan team, smoga sehat terus, dan dilancarkan misi nya.. 
perlihatkan kenyataan nya bang.. wlopun gw gk bisa liat langsung k sana, jujur tiap liat brita ini, sesaat nangis sumpah..",0,2025-12-06T21:36:49Z
@How_do_we_know,22 menit kerasa panjang dan sesek banget 😭😭,0,2025-12-06T21:35:56Z
@SebelahMata.01,Gue sampe nangis liat para korban banjir 😢😢,0,2025-12-06T21:35:52Z
@IngridFournier-wo5um,"di ajaran Buddha kita Hidup hrs bermanfaat untuk mahluk Lain karena kehidupan ini menentukan kehidupan yg akan datang kita bs terlahir di Alam mn Binatang, Manusia atau alam setan jin Iblis atu alam Dewa..itu semua atas kelakuan kita saat ini di Bumi...",0,2025-12-06T21:34:17Z
@waanyoh,TENGKYU FER❤,0,2025-12-06T21:33:32Z
@Arahafirda,"cuma mencekam di sosial media, katanya-",0,2025-12-06T21:33:12Z
@retnogaming6783,MVP TAHUN 2025 !!!! ❤🎉,0,2025-12-06T21:28:52Z
@AndryNatta-sn9dk,"Makasih bang Ferry Irwandi udah memabantu sodara kami  yg terkena bencana😢 ....TPI tidak dengan pejabatnya yg zholim 

Salam saya dari ank KALTIM kota balikpapan...semoga bantuan dari rakyat kaltim cepat sampai juga 😊",0,2025-12-06T21:22:54Z
@sevilamisi426,Trs gmn dng angkatannya....😢masak smpe berhari hari,0,2025-12-06T21:19:26Z
